date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:20	381571/381571	---M--	200	added ('OK')	image/jpeg	etag:CPr+sJOD2+sCEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1541622722682-NFEBCOHWP4WEKECVC0VV/image-asset.jpeg	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1541622722682-NFEBCOHWP4WEKECVC0VV/image-asset.jpg	(from https://marcotavora.squarespace.com/portfolio-marco-tavora)
11:08:20	831107/831107	---M--	200	added ('OK')	image/jpeg	etag:CIKD2N+D2+sCEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1541622590300-M6XIJFKAIBP332FUHO54/image-asset.jpeg	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1541622590300-M6XIJFKAIBP332FUHO54/image-asset.jpg	(from https://marcotavora.squarespace.com/portfolio-marco-tavora)
11:08:21	876105/876105	---M--	200	added ('OK')	image/jpeg	etag:CJWywJKD2+sCEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1541620906983-4Z5MWBEVVVGNFM75MQUR/image-asset.jpeg	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1541620906983-4Z5MWBEVVVGNFM75MQUR/image-asset.jpg	(from https://marcotavora.squarespace.com/portfolio-marco-tavora)
11:08:21	2275613/2275613	---M--	200	added ('OK')	image/jpeg	etag:CLD2rsGB2+sCEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1541620711874-96Q7ZG9ULCA104FC292D/image-asset.jpeg	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1541620711874-96Q7ZG9ULCA104FC292D/image-asset.jpg	(from https://marcotavora.squarespace.com/portfolio-marco-tavora)
11:08:21	6280/6280	---M--	200	added ('OK')	image/jpeg	etag:CKbp9+CD2+sCEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1545346606968-Q2JGMBWLDE3OU3K6O30U/sqlite.jpeg	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1545346606968-Q2JGMBWLDE3OU3K6O30U/sqlite.jpg	(from https://marcotavora.squarespace.com/portfolio-marco-tavora)
11:08:22	55771/55771	---M--	200	added ('OK')	image/gif	etag:CJLlrsGB2+sCEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1544821963245-U831X8VFG1HVH63OKLEK/Thomas_Bayes.gif	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1544821963245-U831X8VFG1HVH63OKLEK/Thomas_Bayes.gif	(from https://marcotavora.squarespace.com/portfolio-marco-tavora)
11:08:22	447230/447230	---M--	200	added ('OK')	image/png	etag:CIXQw5KD2+sCEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1544822364846-7IALAX455WG5YKZZHVZX/nlp.png	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1544822364846-7IALAX455WG5YKZZHVZX/nlp.png	(from https://marcotavora.squarespace.com/portfolio-marco-tavora)
11:08:24	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:24	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:24	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:25	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:25	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:25	56921/56921	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2026%20Feb%202023%2008:08:22%20GMT	https://static1.squarespace.com/static/ta/52a74d9ae4b0253945d2aee9/1043/scripts/site-bundle.js	E:/desk/Websites/KhaledScience/static1.squarespace.com/static/ta/52a74d9ae4b0253945d2aee9/1043/scripts/site-bundle.js	(from https://marcotavora.squarespace.com/portfolio-marco-tavora)
11:08:25	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:26	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:26	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:26	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:26	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:28	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:28	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:29	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:29	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:29	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:30	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:30	2609358/2609358	---M--	200	added ('OK')	image/png	etag:CNS9jJOD2+sCEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1543581319647-JVLWU48V3OJPP1PN7JBI/naas.png	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1543581319647-JVLWU48V3OJPP1PN7JBI/naas.png	(from https://marcotavora.squarespace.com/portfolio-marco-tavora)
11:08:30	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2018%20Jun%203491%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	E:/desk/Websites/KhaledScience/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.41.delayed	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:30	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:30	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	E:/desk/Websites/KhaledScience/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:30	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	E:/desk/Websites/KhaledScience/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:31	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	E:/desk/Websites/KhaledScience/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:31	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	E:/desk/Websites/KhaledScience/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:31	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:31	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2018%20Jun%203491%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	E:/desk/Websites/KhaledScience/static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:32	1314/1314	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:32	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2018%20Jun%203491%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	E:/desk/Websites/KhaledScience/static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:32	2831/2831	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	https://assets.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:32	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:33	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/sitecss/59ceb7ac49fc2ba6e7779088/71/52a74dafe4b073a80cd253c5/59ceb7ac49fc2ba6e777909c/1043/site.css)
11:08:33	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Sun,%2026%20Feb%202023%2008:08:32%20GMT	http://static1.squarespace.com/static/59ceb7ac49fc2ba6e7779088/t/60b2b2048bd86139cf10bd99/1595759581762/marcoesilvademelotavora.jpg?format=1500w	E:/desk/Websites/KhaledScience/static1.squarespace.com/static/59ceb7ac49fc2ba6e7779088/t/60b2b2048bd86139cf10bd99/1595759581762/marcoesilvademelotavora.4e26f7.delayed	(from https://marcotavora.squarespace.com/)
11:08:37	46443/46443	---M-Z	200	added ('OK')	text/javascript	etag:%228ca491e67b4249020df430f9d6df3835%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-f9b67b092b83798ea51d6-min.en-US.js	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-f9b67b092b83798ea51d6-min.en-US.js	(from https://marcotavora.squarespace.com/)
11:08:41	74560/74560	---M--	200	added ('OK')	image/jpeg	etag:CNLy/8GB2+sCEAE=	https://images.squarespace-cdn.com/content/59ceb7ac49fc2ba6e7779088/1595167899906-O1SQDEWT6V18BPT51FUD/marcoesilvademelotavora.jpg?content-type=image%2Fjpeg	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/59ceb7ac49fc2ba6e7779088/1595167899906-O1SQDEWT6V18BPT51FUD/marcoesilvademelotavoraee8a.jpg	(from https://marcotavora.squarespace.com/)
11:08:45	249418/249418	---M-Z	200	added ('OK')	text/javascript	etag:%2283a59200bb7fcb5fcc9df2c61c2a8c08%22	http://assets.squarespace.com/universal/scripts-compressed/performance-28e7aebe94225014d2fdc-min.en-US.js	E:/desk/Websites/KhaledScience/assets.squarespace.com/universal/scripts-compressed/performance-28e7aebe94225014d2fdc-min.en-US.js	(from https://marcotavora.squarespace.com/)
11:08:52	90155/90155	---M--	200	added ('OK')	image/jpeg	etag:CN6rpZGD2+sCEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1553948756723-90SHXBP3DP0MEX8Q1Q0Y/marcofotocasamento.jpg	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1553948756723-90SHXBP3DP0MEX8Q1Q0Y/marcofotocasamento.jpg	(from https://marcotavora.squarespace.com/)
11:08:55	63653/63653	---M--	200	added ('OK')	image/jpeg	etag:CJCOy+345PACEAE=	https://images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1621949526292-482KS9I7Q924FZSI7GND/mediumwinner.jpg	E:/desk/Websites/KhaledScience/images.squarespace-cdn.com/content/v1/59ceb7ac49fc2ba6e7779088/1621949526292-482KS9I7Q924FZSI7GND/mediumwinner.jpg	(from https://marcotavora.squarespace.com/)
11:08:57	42660/42660	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ee32048b7cf6c63600e6378245336a96%22	https://marcotavora.squarespace.com/portfolio-new-2	E:/desk/Websites/KhaledScience/marcotavora.squarespace.com/portfolio-new-2.57.delayed	(from https://marcotavora.squarespace.com/)
11:08:57	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Sun,%2026%20Feb%202023%2008:08:57%20GMT	http://static1.squarespace.com/static/59ceb7ac49fc2ba6e7779088/t/5f1454750d827025116b675f/1595167864272/marcoesilvademelotavora.jpg?format=1500w	E:/desk/Websites/KhaledScience/static1.squarespace.com/static/59ceb7ac49fc2ba6e7779088/t/5f1454750d827025116b675f/1595167864272/marcoesilvademelotavora.5826f7.delayed	(from https://marcotavora.squarespace.com/discoveries-marco-tavora)
